Topic,Count,Name,Representation,n_pos_words,pos_words,coherence_c_v_pos,flag_small,flag_few_pos,flag_low_coh,noise_reason,noise_candidate,inspection_label
266,201,266_shots_client_grinned_wouldn,"['shots', 'client', 'grinned', 'wouldn', 'compromising', 'photos', 'assured', 'meridian', 'explicit', 'le', 'didn', 'friend', 'sleazy', 'zoomed', 'purposes', 'puffed', 'undress', 'juicy', 'clothed', 'couldn', 'wasn', 'crept', 'receive', 'collect', 'cheating', 'stressed', 'shiftless']",10.0,"['shots', 'client', 'photos', 'explicit', 'friend', 'sleazy', 'purposes', 'juicy', 'shiftless', 'watt']",0.29563893771963795,False,False,False,,False,266_shots_client_grinned_wouldn
56,714,56_sleep_asleep_slept_nap,"['sleep', 'asleep', 'slept', 'nap', 'hours', 'wake', 'night', 'woke', 'nighta', 'fall', 'lack', 'tired', 'nights', 'fallen', 'hour', 'couldna', 'insomnia', 'havena', 'need', 'sleepa', 'bed', 'middle', 'drifted', 'drift', 'exhausted', 'sleeps', 'cana']",10.0,"['sleep', 'asleep', 'nap', 'hours', 'night', 'lack', 'tired', 'nights', 'hour', 'insomnia']",0.29590187836272597,False,False,False,,False,56_sleep_asleep_slept_nap
59,675,59_tristana_smiles_replies_broadly,"['tristana', 'smiles', 'replies', 'broadly', 'laughs', 'puts', 'glares', 'mutters', 'harrya', 'asks', 'says', 'deadpan', 'widen', 'pulls', 'looks', 'glance', 'listens', 'calls', 'turns', 'stares', 'takeover', 'snaps', 'goofily', 'horror', 'sits', 'watches', 'whispers']",10.0,"['smiles', 'replies', 'laughs', 'glares', 'mutters', 'widen', 'looks', 'listens', 'calls', 'stares']",0.2969469472237733,False,False,False,,False,59_tristana_smiles_replies_broadly
243,218,243_charlottea_answer_answered_reply,"['charlottea', 'answer', 'answered', 'reply', 'epitome', 'ladies', 'stammer', 'acknowledges', 'deteriorated', 'helloa', 'husked', 'mio', 'outspoken', 'sophistication', 'replaceable', 'missa', 'mushrooms', 'argues', 'scrambles', 'employeea', 'fearless', 'gauge', 'touch', 'reasoning', 'drawl', 'subtly', 'midst']",10.0,"['answer', 'epitome', 'ladies', 'mio', 'outspoken', 'sophistication', 'replaceable', 'mushrooms', 'scrambles', 'fearless']",0.2976115753331678,False,False,False,,False,243_charlottea_answer_answered_reply
233,235,233_loved_liked_adored_attractive,"['loved', 'liked', 'adored', 'attractive', 'proud', 'intelligent', 'looked', 'excellent', 'pieces', 'stunning', 'talented', 'admire', 'amiably', 'really', 'blacksillea', 'attribute', 'wendya', 'uppity', 'austere', 'unimaginable', 'sharpie', 'comebacks', 'magnate', 'greata', 'clearly', 'satiated', 'savvy']",10.0,"['attractive', 'proud', 'intelligent', 'excellent', 'pieces', 'stunning', 'attribute', 'uppity', 'austere', 'unimaginable']",0.2982189384473443,False,False,False,,False,233_loved_liked_adored_attractive
351,148,351_pool_swimming_swim_scum,"['pool', 'swimming', 'swim', 'scum', 'gene', 'float', 'swimmer', 'cabana', 'jell', 'indoor', 'rebuild', 'waterfall', 'olympic', 'edge', 'pools', 'dive', 'dipping', 'instructora', 'voices', 'leap', 'jousting', 'aah', 'temperate', 'jonathana', 'toe', 'swimmers', 'fencing']",10.0,"['pool', 'swimming', 'swim', 'scum', 'gene', 'float', 'swimmer', 'cabana', 'indoor', 'waterfall']",0.2983495859296273,False,False,False,,False,351_pool_swimming_swim_scum
192,278,192_everythinga_ita_perfectly_suited,"['everythinga', 'ita', 'perfectly', 'suited', 'going', 'sashimi', 'fixable', 'totally', 'shhhh', 'sod', 'hookups', 'encounters', 'priorities', 'rule', 'lla', 'overall', 'buffet', 'buck', 'innocently', 'just', 'ordinary', 'jog', 'acceptable', 'heal', 'rational', 'alright', 'plants']",10.0,"['sashimi', 'fixable', 'hookups', 'encounters', 'priorities', 'rule', 'buffet', 'buck', 'ordinary', 'jog']",0.2983639111386108,False,False,False,,False,192_everythinga_ita_perfectly_suited
40,989,40_loves_doesna_needs_says,"['loves', 'doesna', 'needs', 'says', 'miaa', 'wants', 'left', 'likes', 'lot', 'job', 'obviously', 'wona', 'upset', 'gets', 'hasna', 'ago', 'told', 'comes', 'wut', 'yeah', 'isna', 'knows', 'community', 'did', 'works', 'manager', 'awesome']",10.0,"['job', 'upset', 'community', 'manager', 'awesome', 'weeks', 'friend', 'wrong', 'best', 'thing']",0.2986113979376027,False,False,False,,False,40_loves_doesna_needs_says
84,522,84_didn_wasn_nicka_couldn,"['didn', 'wasn', 'nicka', 'couldn', 'wouldn', 'flinched', 'doesn', 'frowned', 'struggled', 'shook', 'behavior', 'fought', 'wondered', 'narcissistic', 'drama', 'seminar', 'used', 'blinked', 'afraid', 'marriage', 'swallowed', 'muttered', 'lack', 'told', 'tolerate', 'times', 'resisted']",10.0,"['behavior', 'narcissistic', 'drama', 'seminar', 'afraid', 'marriage', 'lack', 'times', 'gun', 'explosion']",0.2990528288586151,False,False,False,,False,84_didn_wasn_nicka_couldn
165,311,165_cracks_trails_muffled_murmur,"['cracks', 'trails', 'muffled', 'murmur', 'shaky', 'sounds', 'soft', 'intended', 'breaking', 'strangled', 'sound', 'louder', 'emerges', 'say', 'breaks', 'low', 'huskier', 'gravelly', 'lower', 'cracked', 'rough', 'placid', 'loud', 'harsher', 'trembling', 'manage', 'tone']",10.0,"['cracks', 'muffled', 'murmur', 'shaky', 'soft', 'sound', 'louder', 'breaks', 'low', 'huskier']",0.3005661126128628,False,False,False,,False,165_cracks_trails_muffled_murmur
314,170,314_thing_proves_exactly_thinga,"['thing', 'proves', 'exactly', 'thinga', 'telegraphing', 'humane', 'accurately', 'percent', 'accept', 'winner', 'make', 'blatantly', 'huskily', 'vague', 'hunch', 'setup', 'earlier', 'did', 'doing', 'commit', 'knew', 'proved', 'wise', 'assholes', 'suggestion', 'matched', 'proper']",10.0,"['thing', 'humane', 'percent', 'winner', 'vague', 'hunch', 'setup', 'wise', 'assholes', 'suggestion']",0.30064488580803295,False,False,False,,False,314_thing_proves_exactly_thinga
237,228,237_knew_exactly_happen_bastiana,"['knew', 'exactly', 'happen', 'bastiana', 'rioting', 'volley', 'did', 'forte', 'meticulously', 'starred', 'nfl', 'knewa', 'inkling', 'firsthand', 'true', 'aha', 'special', 'reference', 'archery', 'fence', 'clap', 'trigger', 'pry', 'deep', 'throne', 'reacted', 'applied']",10.0,"['rioting', 'volley', 'forte', 'inkling', 'true', 'special', 'reference', 'archery', 'fence', 'trigger']",0.3007764369748947,False,False,False,,False,237_knew_exactly_happen_bastiana
277,192,277_company_buy_profits_business,"['company', 'buy', 'profits', 'business', 'companies', 'funds', 'paid', 'businesses', 'successes', 'millions', 'owes', 'leech', 'pay', 'huge', 'owed', 'dollar', 'contributed', 'loan', 'costing', 'industry', 'corporations', 'bills', 'debts', 'afloat', 'lowest', 'gambling', 'struggling']",10.0,"['company', 'buy', 'profits', 'business', 'companies', 'funds', 'businesses', 'successes', 'millions', 'leech']",0.30179679683068805,False,False,False,,False,277_company_buy_profits_business
41,980,41_ia_used_going_complaining,"['ia', 'used', 'going', 'complaining', 'anymore', 'ready', 'heartless', 'ashamed', 'wrong', 'doing', 'scared', 'asking', 'picky', 'leaving', 'type', 'saying', 'exactly', 'wired', 'allowed', 'anythinga', 'hardly', 'acting', 'human', 'bombing', 'trying', 'proud', 'cleaners']",10.0,"['ready', 'heartless', 'ashamed', 'wrong', 'scared', 'picky', 'type', 'human', 'proud', 'cleaners']",0.30225204582959797,False,False,False,,False,41_ia_used_going_complaining
309,173,309_contract_signed_contracts_sign,"['contract', 'signed', 'contracts', 'sign', 'clause', 'dalliances', 'promissory', 'signing', 'read', 'contracta', 'supplier', 'terms', 'agreement', 'semantics', 'nondisclosure', 'reviewed', 'binding', 'contracted', 'disclosure', 'finalized', 'competitor', 'valid', 'negotiate', 'guarantee', 'stated', 'backing', 'gd']",10.0,"['contract', 'contracts', 'clause', 'promissory', 'dalliances', 'supplier', 'terms', 'agreement', 'semantics', 'nondisclosure']",0.3025650009117039,False,False,False,,False,309_contract_signed_contracts_sign
337,157,337_tell_did_yodeling_told,"['tell', 'did', 'yodeling', 'told', 'pointers', 'metaphor', 'vent', 'hasty', 'boards', 'deed', 'talk', 'lemonade', 'hhh', 'homework', 'question', 'posted', 'spend', 'results', 'insist', 'yup', 'presentation', 'asking', 'choke', 'telling', 'want', 'gossip', 'repeat']",10.0,"['pointers', 'metaphor', 'hasty', 'boards', 'deed', 'lemonade', 'homework', 'question', 'results', 'presentation']",0.3030651878187921,False,False,False,,False,337_tell_did_yodeling_told
52,770,52_sama_www_didn_event,"['sama', 'www', 'didn', 'event', 'mocking', 'muttered', 'answered', 'masculine', 'shattering', 'unethical', 'nerd', 'won', 'barked', 'argue', 'networking', 'hima', 'completely', 'chuckled', 'appeared', 'completing', 'plenty', 'discard', 'graveled', 'couldn', 'groaned', 'hadn', 'didna']",10.0,"['event', 'masculine', 'unethical', 'nerd', 'plenty', 'graveled', 'problem', 'humorless', 'thought', 'conquer']",0.3043134405897314,False,False,False,,False,52_sama_www_didn_event
246,216,246_captaina_following_wraps_moves,"['captaina', 'following', 'wraps', 'moves', 'weeksa', 'badge', 'placing', 'stands', 'try', 'looks', 'intercom', 'shuffle', 'locking', 'learned', 'look', 'glance', 'basing', 'turns', 'evil', 'tats', 'superhuman', 'tossing', 'shirt', 'bores', 'aneurysm', 'leans', 'sparring']",10.0,"['wraps', 'moves', 'badge', 'stands', 'looks', 'intercom', 'shuffle', 'evil', 'tats', 'superhuman']",0.3047885718626774,False,False,False,,False,246_captaina_following_wraps_moves
265,202,265_just_checking_saya_practicing,"['just', 'checking', 'saya', 'practicing', 'record', 'careful', 'tune', 'curveball', 'easy', 'peasy', 'listen', 'tonight', 'fucked', 'snob', 'madder', 'vertical', 'feelsa', 'gettina', 'bases', 'brainstorming', 'protocol', 'suites', 'talents', 'observant', 'inflection', 'persuade', 'cocka']",10.0,"['checking', 'record', 'careful', 'tune', 'curveball', 'easy', 'peasy', 'tonight', 'snob', 'vertical']",0.3048470956110088,False,False,False,,False,265_just_checking_saya_practicing
89,475,89_hate_hated_loathe_hating,"['hate', 'hated', 'loathe', 'hating', 'hates', 'loathed', 'dislike', 'shopping', 'method', 'survival', 'despised', 'hatea', 'truly', 'perverse', 'word', 'absolutely', 'person', 'things', 'particular', 'despise', 'uniform', 'resort', 'beaten', 'hatred', 'loved', 'baking', 'guts']",10.0,"['hate', 'dislike', 'method', 'survival', 'perverse', 'word', 'person', 'things', 'particular', 'uniform']",0.3049803178960114,False,False,False,,False,89_hate_hated_loathe_hating
303,178,303_live_fullest_lived_motto,"['live', 'fullest', 'lived', 'motto', 'occasion', 'cartoonish', 'lives', 'lifetime', 'adult', 'goal', 'purgatory', 'personal', 'symbolic', 'finite', 'dangers', 'greata', 'spoken', 'grieve', 'fledgling', 'different', 'revolved', 'choose', 'rest', 'grapes', 'stages', 'aspects', 'envisioned']",10.0,"['fullest', 'motto', 'occasion', 'cartoonish', 'lives', 'lifetime', 'adult', 'goal', 'purgatory', 'personal']",0.30605507372700785,False,False,False,,False,303_live_fullest_lived_motto
77,557,77_asks_asked_replies_whata,"['asks', 'asked', 'replies', 'whata', 'doing', 'says', 'answered', 'demanded', 'howa', 'tone', 'inquired', 'perusing', 'answer', 'snaps', 'paged', 'plans', 'hopefully', 'spoke', 'puzzled', 'replied', 'arena', 'question', 'casually', 'matter', 'answers', 'proved', 'alright']",10.0,"['tone', 'plans', 'puzzled', 'question', 'matter', 'decision', 'today', 'paperwork', 'concern', 'flourish']",0.30639747628488595,False,False,False,,False,77_asks_asked_replies_whata
338,156,338_freshman_comes_roommate_ey,"['freshman', 'comes', 'roommate', 'ey', 'breasta', 'earful', 'doesna', 'thankfully', 'offer', 'shrine', 'outrun', 'speculating', 'tries', 'messages', 'stand', 'awakening', 'ditching', 'looms', 'makes', 'losers', 'path', 'wanting', 'standalone', 'indecent', 'latera', 'simmer', 'slits']",10.0,"['freshman', 'roommate', 'earful', 'shrine', 'messages', 'awakening', 'losers', 'path', 'standalone', 'indecent']",0.30644842470645745,False,False,False,,False,338_freshman_comes_roommate_ey
220,247,220_margota_eddiea_couldn_didn,"['margota', 'eddiea', 'couldn', 'didn', 'wasn', 'blinked', 'moment', 'raised', 'boat', 'inspiration', 'bucked', 'consultant', 'months', 'evening', 'arched', 'understood', 'momentarily', 'grimace', 'cared', 'remembered', 'hummed', 'houseful', 'changea', 'levelled', 'relaxing', 'gazed', 'wonderment']",10.0,"['moment', 'boat', 'inspiration', 'consultant', 'months', 'evening', 'grimace', 'houseful', 'relaxing', 'wonderment']",0.30667038000759095,False,False,False,,False,220_margota_eddiea_couldn_didn
101,438,101_gretchena_bronta_library_letter,"['gretchena', 'bronta', 'library', 'letter', 'letters', 'kleenex', 'headed', 'writer', 'gave', 'racked', 'sister', 'cheerfully', 'sighed', 'began', 'comebacks', 'acerbic', 'widened', 'bit', 'pert', 'tragic', 'raised', 'vibrant', 'likes', 'greenhouse', 'frowned', 'weeping', 'unable']",10.0,"['library', 'letters', 'kleenex', 'writer', 'sister', 'comebacks', 'acerbic', 'bit', 'pert', 'tragic']",0.30695867618209166,False,False,False,,False,101_gretchena_bronta_library_letter
108,426,108_loved_fall_falling_believe,"['loved', 'fall', 'falling', 'believe', 'consuming', 'isna', 'true', 'fickle', 'kind', 'loves', 'make', 'vow', 'hesitate', 'souls', 'supposed', 'deserve', 'conquer', 'epic', 'theirs', 'dona', 'significant', 'want', 'convinced', 'ita', 'believed', 'wasna', 'prove']",10.0,"['fall', 'true', 'fickle', 'kind', 'loves', 'souls', 'epic', 'significant', 'important', 'thing']",0.30770673434698065,False,False,False,,False,108_loved_fall_falling_believe
171,302,171_bed_mattress_bedroom_edge,"['bed', 'mattress', 'bedroom', 'edge', 'sits', 'carries', 'covers', 'pushes', 'pillow', 'crawls', 'comforter', 'climbed', 'sat', 'dips', 'pulls', 'legs', 'throws', 'arms', 'lays', 'walks', 'foot', 'weight', 'lowered', 'lifts', 'climbs', 'straddles', 'lamp']",10.0,"['bed', 'mattress', 'bedroom', 'edge', 'covers', 'pillow', 'comforter', 'dips', 'legs', 'arms']",0.3078122856017553,False,False,False,,False,171_bed_mattress_bedroom_edge
332,159,332_secrets_confidential_secrecy_keeping,"['secrets', 'confidential', 'secrecy', 'keeping', 'secretive', 'discreet', 'kept', 'identity', 'sneaking', 'spilling', 'sandcastle', 'secretly', 'covet', 'kinds', 'closest', 'thomasa', 'reputations', 'inundated', 'carea', 'knows', 'amendment', 'confidentiality', 'exposed', 'revelations', 'uncover', 'bolder', 'leaks']",10.0,"['secrets', 'confidential', 'secrecy', 'secretive', 'discreet', 'identity', 'sneaking', 'sandcastle', 'kinds', 'closest']",0.3080688330375311,False,False,False,,False,332_secrets_confidential_secrecy_keeping
284,188,284_whines_maxa_answered_bounds,"['whines', 'maxa', 'answered', 'bounds', 'wriggles', 'perplexed', 'barks', 'outmaneuvered', 'rigidly', 'extremes', 'ability', 'curated', 'client', 'hone', 'mustards', 'stoically', 'punctuate', 'blends', 'novelty', 'diabolical', 'seena', 'revised', 'statement', 'kryptonite', 'projecting', 'mercifully', 'expressive']",10.0,"['bounds', 'wriggles', 'perplexed', 'barks', 'extremes', 'ability', 'client', 'mustards', 'novelty', 'diabolical']",0.308608724582732,False,False,False,,False,284_whines_maxa_answered_bounds
327,162,327_nod_thank_solemnly_dribble,"['nod', 'thank', 'solemnly', 'dribble', 'zit', 'prompt', 'undeniable', 'briskly', 'eagerly', 'guards', 'reply', 'stammer', 'politely', 'briefly', 'including', 'agreement', 'lifting', 'eventually', 'response', 'obviously', 'uh', 'force', 'speak', 'definitely', 'trust', 'chin', 'conversation']",10.0,"['nod', 'prompt', 'undeniable', 'guards', 'reply', 'agreement', 'response', 'chin', 'conversation', 'head']",0.30880919226242093,False,False,False,,False,327_nod_thank_solemnly_dribble
360,146,360_relax_rest_relaxing_relaxed,"['relax', 'rest', 'relaxing', 'relaxed', 'enjoy', 'relaxation', 'relaxes', 'abysmally', 'averse', 'awash', 'peace', 'talka', 'need', 'moping', 'rested', 'allow', 'grounded', 'normally', 'minute', 'exhibit', 'needa', 'roads', 'saraa', 'hobby', 'barstool', 'venture', 'peaceful']",10.0,"['rest', 'relaxing', 'relaxed', 'relaxation', 'averse', 'awash', 'peace', 'moping', 'minute', 'exhibit']",0.30884049194011937,False,False,False,,False,360_relax_rest_relaxing_relaxed
65,605,65_excuse_aye_alright_look,"['excuse', 'aye', 'alright', 'look', 'ew', 'excellent', 'bye', 'called', 'lottiea', 'buta', 'correct', 'redemption', 'er', 'district', 'corrects', 'blackmail', 'funny', 'explosion', 'explains', 'fascinating', 'equally', 'lovebites', 'blinda', 'eagles', 'chutiya', 'coined', 'gardnera']",10.0,"['correct', 'redemption', 'corrects', 'explosion', 'urn', 'equation', 'appearances', 'understatement', 'claims', 'phrase']",0.30884109184328346,False,False,False,,False,65_excuse_aye_alright_look
178,296,178_happiness_happier_make_makes,"['happiness', 'happier', 'make', 'makes', 'satisfaction', 'happily', 'deserve', 'cheerful', 'tools', 'percent', 'endings', 'centre', 'want', 'outpouring', 'shouldna', 'deliriously', 'torrential', 'parameters', 'joys', 'dictator', 'facet', 'attitudes', 'proudest', 'victories', 'ohhhh', 'afters', 'disasters']",10.0,"['happiness', 'happier', 'satisfaction', 'cheerful', 'tools', 'percent', 'endings', 'centre', 'outpouring', 'torrential']",0.30961628724467893,False,False,False,,False,178_happiness_happier_make_makes
307,174,307_colors_favorite_yellow_scheme,"['colors', 'favorite', 'yellow', 'scheme', 'bright', 'ones', 'shade', 'primary', 'packets', 'burgundy', 'paint', 'coloring', 'purple', 'muted', 'chief', 'prefer', 'colorful', 'testing', 'crayon', 'fresh', 'resonance', 'likea', 'hues', 'orange', 'aquamarine', 'demographics', 'wednesdays']",10.0,"['colors', 'favorite', 'yellow', 'scheme', 'bright', 'ones', 'shade', 'primary', 'packets', 'burgundy']",0.31048219657733717,False,False,False,,False,307_colors_favorite_yellow_scheme
335,157,335_harrya_cries_snaps_whispers,"['harrya', 'cries', 'snaps', 'whispers', 'bowed', 'redder', 'moans', 'yells', 'angrily', 'speeding', 'sighs', 'commanded', 'rolls', 'glares', 'sardine', 'recites', 'moot', 'mentiona', 'enlisted', 'deflects', 'bitters', 'crossed', 'mutters', 'fistfight', 'moviea', 'aide', 'ale']",10.0,"['cries', 'redder', 'yells', 'sardine', 'moot', 'mutters', 'aide', 'fistfight', 'ale', 'orders']",0.31094734679442115,False,False,False,,False,335_harrya_cries_snaps_whispers
64,616,64_huxleya_says_asks_lottiea,"['huxleya', 'says', 'asks', 'lottiea', 'secure', 'questions', 'jpa', 'davea', 'glance', 'stands', 'looks', 'answers', 'murder', 'builds', 'request', 'lifts', 'showing', 'say', 'adds', 'observing', 'door', 'shuts', 'youa', 'did', 'going', 'doing', 'fianca']",10.0,"['questions', 'answers', 'murder', 'builds', 'request', 'door', 'hand', 'deal', 'course', 'robot']",0.31188327235176905,False,False,False,,False,64_huxleya_says_asks_lottiea
49,793,49_babysitter_babya_born_babysit,"['babysitter', 'babya', 'born', 'babysit', 'healthy', 'having', 'want', 'infant', 'raise', 'youa', 'months', 'harming', 'need', 'thata', 'outsiders', 'dona', 'fetal', 'epidural', 'unprotected', 'inflated', 'coos', 'hold', 'raising', 'health', 'newborn', 'adopt', 'term']",10.0,"['babysitter', 'healthy', 'infant', 'months', 'outsiders', 'fetal', 'epidural', 'unprotected', 'inflated', 'coos']",0.31195863978480276,False,False,False,,False,49_babysitter_babya_born_babysit
69,596,69_hurts_guilt_painful_hurting,"['hurts', 'guilt', 'painful', 'hurting', 'experiencing', 'painkillers', 'guilty', 'injury', 'agony', 'inflict', 'caused', 'ache', 'physical', 'gut', 'pierced', 'wona', 'feeling', 'cana', 'pricks', 'pleasure', 'hits', 'dulled', 'ached', 'helps', 'alive', 'slices', 'palpable']",10.0,"['hurts', 'guilt', 'painful', 'painkillers', 'guilty', 'injury', 'agony', 'ache', 'physical', 'gut']",0.3123192667535214,False,False,False,,False,69_hurts_guilt_painful_hurting
210,256,210_emerya_ensemble_muttered_groaned,"['emerya', 'ensemble', 'muttered', 'groaned', 'asked', 'jensena', 'gesturing', 'laughed', 'reunion', 'feelings', 'luckily', 'nudged', 'disbelievingly', 'pothead', 'shockeda', 'passenger', 'confirmed', 'talk', 'showed', 'pusher', 'jeopardizing', 'cutoff', 'suspected', 'lecturing', 'sidling', 'leaning', 'weirded']",10.0,"['ensemble', 'reunion', 'feelings', 'passenger', 'cutoff', 'pusher', 'best', 'converse', 'pushy', 'shorts']",0.31321671685648,False,False,False,,False,210_emerya_ensemble_muttered_groaned
287,187,287_knew_exactly_understood_doing,"['knew', 'exactly', 'understood', 'doing', 'knows', 'heard', 'course', 'needed', 'gloating', 'befuddled', 'omen', 'finely', 'seams', 'infinitely', 'teetering', 'legend', 'instrument', 'definitely', 'performed', 'trepidation', 'certainty', 'tuned', 'thinking', 'resources', 'turkey', 'intelligence', 'stake']",10.0,"['course', 'gloating', 'omen', 'seams', 'legend', 'instrument', 'trepidation', 'certainty', 'resources', 'turkey']",0.3137548248683038,False,False,False,,False,287_knew_exactly_understood_doing
198,268,198_sainta_growls_stiffens_patron,"['sainta', 'growls', 'stiffens', 'patron', 'smirks', 'snickers', 'holidays', 'swings', 'prayera', 'grownups', 'horse', 'ensure', 'peer', 'clarifying', 'indrawn', 'investigations', 'befriend', 'struts', 'sira', 'shall', 'hasten', 'signify', 'confesses', 'inner', 'precarious', 'hurting', 'garbled']",10.0,"['growls', 'stiffens', 'patron', 'smirks', 'snickers', 'holidays', 'swings', 'grownups', 'horse', 'investigations']",0.31394613965062734,False,False,False,,False,198_sainta_growls_stiffens_patron
226,243,226_hayesa_doesna_wants_copying,"['hayesa', 'doesna', 'wants', 'copying', 'imperial', 'disco', 'infinity', 'pottery', 'scandalous', 'doga', 'maine', 'girlfriend', 'helicopter', 'wrinkles', 'blunt', 'strangled', 'precisely', 'adventure', 'scandal', 'possession', 'rumors', 'chain', 'fortune', 'tinny', 'heartthrob', 'intrudera', 'cozied']",10.0,"['disco', 'infinity', 'pottery', 'scandalous', 'maine', 'girlfriend', 'helicopter', 'wrinkles', 'blunt', 'adventure']",0.3140074782318302,False,False,False,,False,226_hayesa_doesna_wants_copying
166,308,166_shouted_yelled_yell_yells,"['shouted', 'yelled', 'yell', 'yells', 'yelling', 'bellowed', 'shouting', 'exasperation', 'jump', 'shouts', 'sirens', 'ran', 'valentinea', 'anger', 'startling', 'goddammit', 'ambulance', 'echoing', 'kidding', 'alright', 'clad', 'exclaimed', 'motherfucker', 'heard', 'counterpart', 'catnap', 'bathroom']",10.0,"['yell', 'shouting', 'exasperation', 'sirens', 'anger', 'ambulance', 'catnap', 'counterpart', 'bathroom', 'undiluted']",0.3152435586373244,False,False,False,,False,166_shouted_yelled_yell_yells
197,268,197_breakera_asks_closure_margaritas,"['breakera', 'asks', 'closure', 'margaritas', 'refer', 'rule', 'joins', 'numbers', 'says', 'uh', 'breakup', 'facts', 'ciders', 'decade', 'texting', 'aah', 'ehh', 'yeah', 'switch', 'oooo', 'things', 'term', 'catatonic', 'wattage', 'thoughtless', 'uhha', 'lends']",10.0,"['closure', 'margaritas', 'rule', 'numbers', 'breakup', 'facts', 'ciders', 'decade', 'switch', 'things']",0.3161466699998129,False,False,False,,False,197_breakera_asks_closure_margaritas
156,326,156_trust_trusted_trustworthy_issues,"['trust', 'trusted', 'trustworthy', 'issues', 'forgave', 'able', 'instincts', 'circle', 'gut', 'cana', 'web', 'means', 'anchor', 'baggage', 'loyalty', 'dona', 'established', 'concerns', 'layer', 'situations', 'process', 'intentions', 'betrayed', 'provide', 'judgment', 'create', 'cohesive']",10.0,"['trust', 'trustworthy', 'issues', 'able', 'instincts', 'circle', 'gut', 'web', 'means', 'anchor']",0.31624365292032003,False,False,False,,False,156_trust_trusted_trustworthy_issues
35,1058,35_silent_fell_remained_beat,"['silent', 'fell', 'remained', 'beat', 'stays', 'descends', 'awkward', 'stretched', 'stretches', 'moment', 'deafening', 'descended', 'unspoken', 'minutes', 'eerily', 'uncomfortable', 'falls', 'stayed', 'drove', 'passed', 'companionable', 'drive', 'ride', 'volumes', 'therea', 'sat', 'room']",10.0,"['silent', 'beat', 'descends', 'awkward', 'moment', 'unspoken', 'minutes', 'uncomfortable', 'companionable', 'ride']",0.3169813947588144,False,False,False,,False,35_silent_fell_remained_beat
328,161,328_moan_groaned_scream_screamed,"['moan', 'groaned', 'scream', 'screamed', 'whimper', 'moans', 'whimpered', 'moaned', 'inwardly', 'quivering', 'loud', 'moaning', 'groan', 'pitifully', 'louder', 'escaped', 'comes', 'fray', 'unintelligible', 'frustration', 'prolonged', 'salvation', 'shrieking', 'unattractive', 'shrank', 'relentlessly', 'grounded']",10.0,"['moan', 'whimper', 'moans', 'loud', 'moaning', 'fray', 'unintelligible', 'frustration', 'salvation', 'unattractive']",0.3171617234003448,False,False,False,,False,328_moan_groaned_scream_screamed
175,298,175_rachela_maggiea_michaela_leveled,"['rachela', 'maggiea', 'michaela', 'leveled', 'blinked', 'believe', 'taga', 'cooed', 'confirmed', 'underwater', 'recited', 'surfaced', 'tried', 'addressed', 'worst', 'attention', 'wasna', 'surface', 'bar', 'frightened', 'glance', 'argued', 'smacked', 'mothera', 'hummed', 'doh', 'roughshod']",10.0,"['underwater', 'worst', 'attention', 'surface', 'bar', 'glance', 'doh', 'person', 'anvil', 'ability']",0.3173784725885723,False,False,False,,False,175_rachela_maggiea_michaela_leveled
300,179,300_buts_steadied_tycoon_claraa,"['buts', 'steadied', 'tycoon', 'claraa', 'heidia', 'arguments', 'contracts', 'central', 'maa', 'argument', 'success', 'ugh', 'matter', 'justa', 'board', 'gives', 'answered', 'eye', 'answer', 'need', 'really', 'ita', 'ia', '', '', '', '']",9.0,"['buts', 'arguments', 'contracts', 'central', 'argument', 'success', 'matter', 'eye', 'need']",0.31870654847325547,False,False,False,,False,300_buts_steadied_tycoon_claraa
181,294,181_lovelloa_released_grunt_expressionless,"['lovelloa', 'released', 'grunt', 'expressionless', 'strides', 'remained', 'chuckled', 'halted', 'song', 'shifted', 'glower', 'heaved', 'heavenward', 'trevilloa', 'doubt', 'unfathomable', 'implacable', 'glacial', 'butted', 'exasperated', 'sonuvabitch', 'incredulity', 'redirected', 'nicolea', 'agitation', 'gave', 'lip']",10.0,"['grunt', 'expressionless', 'strides', 'song', 'glower', 'heavenward', 'unfathomable', 'implacable', 'glacial', 'exasperated']",0.3194169216904296,False,False,False,,False,181_lovelloa_released_grunt_expressionless
361,145,361_glad_proud_excited_ia,"['glad', 'proud', 'excited', 'ia', 'honored', 'grateful', 'wonderful', 'talented', 'thrilled', 'consultants', 'recuperate', 'having', 'tryna', 'sentiments', 'youa', 'monkeys', 'detained', 'stanford', 'pleased', 'endeavor', 'continues', 'meet', 'decorate', 'adventurous', 'inspection', 'sexuality', 'embraced']",10.0,"['glad', 'proud', 'excited', 'grateful', 'wonderful', 'talented', 'consultants', 'sentiments', 'endeavor', 'adventurous']",0.31957357667311737,False,False,False,,False,361_glad_proud_excited_ia
231,237,231_sweat_beads_sweating_trickles,"['sweat', 'beads', 'sweating', 'trickles', 'sweaty', 'palms', 'bead', 'forehead', 'skin', 'spine', 'sheen', 'slides', 'starting', 'drenched', 'wipe', 'temple', 'begin', 'temples', 'flushed', 'trickle', 'perspiration', 'dampens', 'heats', 'neck', 'blades', 'dripped', 'legs']",10.0,"['sweat', 'beads', 'sweating', 'trickles', 'sweaty', 'palms', 'bead', 'forehead', 'skin', 'spine']",0.31988337161206015,False,False,False,,False,231_sweat_beads_sweating_trickles
