composite_key,topic_id,name,keywords,taxonomy_main_id,taxonomy_main_name
S_scene_anchors,92,Luxury Hotel Suite,"furniture, fireplace, ceiling, windows, chairs, floors, wood, walls, floor, ceilings",8.1,Domestic Spaces & Routines
S_scene_anchors,112,Snowy Winter Walk,"rain, winter, wet, raining, chilly, icy, snowing, rained, flakes, freezing",8.2,Public & Leisure Spaces
S_scene_anchors,135,Sunset Beach Walk,"sun, sky, beach, clouds, horizon, sand, ocean, sunset, orange, cloud",8.2,Public & Leisure Spaces
S_scene_anchors,146,Bedtime Routine,"bed, mattress, bedroom, sheets, covers, climb, lay, edge, blankets, pillow",8.1,Domestic Spaces & Routines
S_scene_anchors,148,Holiday Celebration,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",5.3,"Community, Norms & Social Events"
S_scene_anchors,218,Birdwatching In Park,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics",8.1,Domestic Spaces & Routines
S_scene_anchors,221,Quick Shower Hygiene,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",8.1,Domestic Spaces & Routines
S_scene_anchors,247,Statue Of Liberty Visit,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",5.3,"Community, Norms & Social Events"
S_scene_anchors,251,Press Conference Speech,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",5.3,"Community, Norms & Social Events"
S_scene_anchors,265,Careful Tune-up Before Night Out,"just, checking, saya, practicing, record, careful, tune, curveball, easy, peasy",8.1,Domestic Spaces & Routines
S_scene_anchors,274,Exclusive Club Nights,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores",5.3,"Community, Norms & Social Events"
S_scene_anchors,281,Sleeping Together,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed",8.1,Domestic Spaces & Routines
S_scene_anchors,284,Dog Whining,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",8.1,Domestic Spaces & Routines
S_scene_anchors,292,Shower Hygiene,"shower, bathroom, towel, bath, tub, restroom, toilet, walks, towels, shirt",8.1,Domestic Spaces & Routines
S_scene_anchors,323,Photography Session,"cameras, photos, pictures, photographers, camera, sign, photo, photoshoot, note, images",8.2,Public & Leisure Spaces
S_scene_anchors,357,Annie's Gossip Reading,"wasn, couldn, hungover, recognized, didn, innocently, indicated, whats, accordion, herculean",8.2,Public & Leisure Spaces
S_scene_anchors,365,Morning Grooming In Bathroom,"mirror, reflection, bathroom, stare, survey, mirrors, glance, length, studied, look",8.1,Domestic Spaces & Routines
